task_id	answer	confidence
1	1	0.96875
2	1	1.0
3	1	1.0
4	1	1.0
5	1	1.0
6	1	1.0
7	1	1.0
8	1	1.0
9	1	1.0
10	1	1.0
11	1	1.0
12	2	1.0
13	1	1.0
14	1	1.0
15	1	1.0
16	1	1.0
17	1	0.3333333333333333
18	1	0.75
19	2	0.75
20	2	1.0
21	1	1.0
22	1	1.0
23	1	1.0
24	1	1.0
25	1	1.0
26	1	0.75
27	1	0.75
28	1	1.0
29	1	0.75
30	1	1.0
31	1	1.0
32	1	0.6666666666666666
33	1	1.0
34	1	1.0
35	1	0.75
36	1	1.0
37	1	1.0
38	2	0.6666666666666666
39	1	1.0
40	1	1.0
41	1	1.0
42	1	1.0
43	1	0.75
44	1	1.0
45	1	1.0
46	1	1.0
47	1	1.0
48	1	1.0
49	1	0.6666666666666666
50	2	1.0
51	1	0.75
52	1	1.0
53	1	1.0
54	1	1.0
55	1	1.0
56	1	1.0
57	1	1.0
58	1	1.0
59	1	1.0
60	1	1.0
61	1	1.0
62	1	1.0
63	1	1.0
64	1	0.75
65	1	1.0
66	2	0.75
67	1	1.0
68	2	0.75
69	1	0.6666666666666666
70	0	0.0
71	1	1.0
72	1	1.0
73	1	1.0
74	1	1.0
75	1	1.0
76	1	1.0
77	2	1.0
78	1	1.0
79	1	1.0
80	1	1.0
81	1	1.0
82	2	1.0
83	1	1.0
84	1	1.0
85	1	0.3333333333333333
86	1	1.0
87	1	1.0
88	1	1.0
89	1	0.75
90	1	1.0
91	1	1.0
92	2	1.0
93	1	1.0
94	1	1.0
95	1	1.0
96	1	1.0
97	1	1.0
98	1	1.0
99	1	1.0
100	1	1.0
101	1	0.75
102	1	1.0
103	1	1.0
104	1	1.0
105	1	1.0
106	1	1.0
107	1	1.0
108	1	1.0
109	1	1.0
110	1	1.0
111	1	1.0
112	1	1.0
113	1	1.0
114	1	1.0
115	1	1.0
116	1	0.75
117	1	1.0
118	1	1.0
119	1	1.0
120	1	1.0
121	1	1.0
122	1	0.75
123	1	1.0
124	1	1.0
125	1	1.0
126	1	1.0
127	1	1.0
128	1	1.0
129	1	1.0
130	1	1.0
131	1	0.75
132	2	1.0
133	2	1.0
134	2	1.0
135	2	1.0
136	2	0.6666666666666666
137	2	1.0
138	2	0.5
139	2	0.75
140	2	1.0
141	2	1.0
142	2	1.0
144	2	1.0
145	2	1.0
146	2	1.0
147	2	1.0
148	2	1.0
149	2	1.0
150	2	1.0
151	1	1.0
152	1	1.0
153	1	0.6666666666666666
154	1	0.6666666666666666
155	1	1.0
156	2	1.0
157	2	1.0
158	2	1.0
159	2	0.9705882352941176
160	2	1.0
161	2	1.0
162	2	0.75
163	2	1.0
164	2	1.0
165	2	1.0
166	2	1.0
167	2	1.0
168	2	1.0
169	2	1.0
170	2	1.0
171	2	1.0
172	2	1.0
173	2	1.0
174	2	1.0
175	2	1.0
176	2	1.0
177	2	1.0
178	2	1.0
179	2	1.0
180	2	1.0
181	2	1.0
182	2	1.0
183	2	1.0
184	2	1.0
185	2	1.0
186	2	1.0
187	1	0.75
188	2	1.0
189	2	1.0
190	2	1.0
191	2	0.75
192	2	1.0
193	2	1.0
194	2	1.0
195	2	1.0
196	2	1.0
198	2	1.0
199	2	1.0
200	2	1.0
201	2	0.6666666666666666
202	2	1.0
203	2	1.0
204	2	1.0
205	2	1.0
206	2	1.0
207	2	1.0
208	2	1.0
209	2	1.0
210	2	1.0
211	2	1.0
212	2	0.75
213	2	1.0
214	2	1.0
215	2	1.0
216	2	1.0
217	2	1.0
218	2	1.0
219	2	1.0
220	2	1.0
221	2	0.75
222	2	1.0
223	2	1.0
224	2	0.75
225	2	1.0
226	2	1.0
227	2	1.0
228	2	1.0
229	2	1.0
230	2	1.0
231	2	0.6666666666666666
232	2	1.0
233	2	1.0
234	2	1.0
235	2	1.0
236	2	1.0
237	2	1.0
238	2	1.0
239	2	1.0
240	2	1.0
241	2	1.0
242	2	1.0
243	2	1.0
244	2	1.0
245	2	1.0
246	2	1.0
247	2	1.0
248	2	1.0
249	2	1.0
250	2	1.0
251	2	1.0
252	2	1.0
253	2	1.0
254	2	1.0
255	2	1.0
256	2	1.0
257	2	0.75
258	2	1.0
259	2	1.0
260	2	1.0
261	2	1.0
262	2	1.0
263	2	1.0
264	2	1.0
265	2	1.0
266	2	1.0
267	2	1.0
268	2	1.0
269	2	1.0
270	2	1.0
271	2	1.0
272	2	1.0
273	2	1.0
274	2	1.0
275	2	1.0
276	2	1.0
277	2	1.0
278	2	1.0
279	2	1.0
280	2	1.0
281	2	1.0
282	2	1.0
283	2	1.0
284	2	1.0
285	2	1.0
286	2	1.0
287	2	1.0
288	2	1.0
289	2	1.0
290	2	1.0
291	2	1.0
292	2	1.0
293	2	1.0
294	2	1.0
295	2	1.0
296	2	1.0
297	1	1.0
298	1	1.0
299	1	1.0
300	1	1.0
301	1	1.0
302	1	0.6666666666666666
303	1	1.0
304	0	0.0
305	1	1.0
306	1	1.0
307	1	1.0
308	1	0.75
309	1	1.0
310	1	0.75
311	1	0.75
312	1	1.0
313	1	0.6666666666666666
314	1	0.75
315	1	1.0
316	1	1.0
317	1	0.75
318	0	0.6666666666666666
319	2	0.5
320	1	1.0
321	2	1.0
322	1	1.0
324	1	1.0
326	1	1.0
327	1	1.0
328	1	1.0
329	1	0.75
330	1	1.0
331	2	0.75
332	1	1.0
333	2	0.3333333333333333
334	2	1.0
335	1	1.0
336	1	1.0
337	1	1.0
338	1	1.0
339	1	1.0
340	1	1.0
341	1	1.0
342	1	1.0
343	3	0.0
344	2	0.3333333333333333
345	1	0.75
346	1	0.5
347	1	0.75
348	1	1.0
349	1	1.0
350	1	1.0
351	1	1.0
352	1	1.0
353	1	1.0
354	1	1.0
355	1	0.5
356	1	1.0
357	1	0.5
358	1	1.0
359	1	1.0
360	1	0.6666666666666666
362	1	1.0
363	2	1.0
364	1	1.0
365	1	1.0
366	1	0.75
367	1	1.0
368	1	1.0
369	1	0.75
370	1	1.0
371	1	1.0
372	1	1.0
373	1	0.75
374	1	1.0
375	1	1.0
376	1	1.0
377	1	1.0
378	1	0.75
379	1	1.0
380	2	0.6666666666666666
381	1	1.0
382	1	0.75
384	1	0.5
385	1	1.0
386	1	1.0
387	1	1.0
388	1	0.6666666666666666
389	1	1.0
390	1	1.0
391	1	1.0
392	1	0.3333333333333333
393	1	1.0
394	2	1.0
395	2	1.0
396	2	0.75
397	2	1.0
398	2	0.75
399	2	0.75
400	2	1.0
401	2	1.0
402	2	1.0
403	2	1.0
404	2	1.0
405	2	1.0
406	2	1.0
407	2	1.0
408	2	1.0
409	2	1.0
410	2	0.5
411	2	1.0
412	2	1.0
413	2	1.0
414	2	1.0
415	2	1.0
416	2	0.6666666666666666
417	2	1.0
418	2	1.0
419	2	1.0
420	2	1.0
421	2	1.0
422	2	1.0
423	2	1.0
424	1	1.0
425	2	1.0
426	1	0.6666666666666666
427	2	1.0
428	2	1.0
429	2	1.0
430	2	1.0
431	2	0.75
432	2	1.0
433	2	1.0
434	2	1.0
435	2	1.0
436	2	1.0
437	2	1.0
438	2	1.0
439	1	1.0
440	1	1.0
441	1	1.0
442	1	1.0
443	2	1.0
444	1	1.0
445	1	1.0
446	1	0.75
447	1	1.0
448	1	1.0
449	1	1.0
450	1	1.0
451	1	1.0
452	1	1.0
453	1	1.0
454	1	1.0
455	1	1.0
456	1	1.0
457	1	1.0
458	1	1.0
459	1	1.0
460	1	1.0
461	2	1.0
462	1	1.0
463	1	1.0
464	1	1.0
465	1	1.0
466	2	1.0
467	1	1.0
468	1	1.0
469	1	1.0
470	1	1.0
471	1	1.0
472	1	1.0
473	1	1.0
474	1	1.0
475	1	1.0
476	1	1.0
477	1	1.0
478	1	1.0
479	1	1.0
480	1	1.0
481	1	1.0
482	1	0.75
483	2	1.0
484	1	1.0
485	1	1.0
486	1	1.0
487	1	1.0
488	1	1.0
489	1	1.0
490	1	1.0
491	1	1.0
492	1	1.0
493	2	1.0
494	1	0.5
495	2	0.9154929577464789
496	2	0.75
497	1	1.0
498	1	1.0
499	1	1.0
500	1	1.0
501	1	1.0
502	1	1.0
503	1	1.0
504	1	1.0
505	1	1.0
506	1	1.0
507	1	0.6666666666666666
508	1	0.5
509	1	1.0
510	1	1.0
511	1	1.0
512	1	1.0
513	1	1.0
514	1	1.0
515	1	1.0
516	2	1.0
517	1	1.0
518	1	1.0
519	1	1.0
520	2	0.6666666666666666
521	1	0.5
522	1	1.0
523	1	1.0
524	1	1.0
525	1	1.0
526	1	1.0
527	1	1.0
528	1	0.6666666666666666
529	1	1.0
530	1	1.0
531	1	1.0
532	1	1.0
533	1	1.0
534	1	1.0
535	1	1.0
536	1	1.0
537	1	1.0
538	1	1.0
539	1	1.0
540	1	1.0
541	1	0.6666666666666666
542	1	1.0
543	1	1.0
544	1	0.75
545	1	1.0
546	1	1.0
547	1	0.75
548	1	1.0
549	1	1.0
550	1	1.0
551	1	1.0
552	1	1.0
553	1	1.0
554	1	1.0
555	1	1.0
556	1	1.0
557	1	1.0
558	1	1.0
559	1	1.0
560	1	1.0
561	1	1.0
562	2	1.0
563	1	1.0
564	1	1.0
565	1	1.0
566	1	1.0
567	1	1.0
568	1	1.0
569	1	1.0
570	1	1.0
571	1	0.75
572	1	1.0
573	2	1.0
574	1	1.0
575	1	1.0
576	1	1.0
577	2	1.0
578	1	1.0
579	2	1.0
580	1	1.0
581	1	1.0
582	2	1.0
583	2	1.0
584	2	1.0
585	2	1.0
586	2	0.6666666666666666
587	2	0.6666666666666666
588	1	0.9696969696969697
589	1	0.6666666666666666
590	1	1.0
591	1	1.0
592	1	1.0
593	1	1.0
594	1	1.0
595	2	0.5
596	1	1.0
597	1	1.0
598	1	1.0
599	1	1.0
600	1	1.0
601	2	1.0
602	1	1.0
603	1	0.5
604	1	0.6666666666666666
605	1	0.5
606	3	1.0
607	1	1.0
608	2	1.0
609	2	1.0
610	1	0.6666666666666666
611	1	1.0
612	1	1.0
613	1	1.0
614	2	1.0
615	1	1.0
616	1	0.46774193548387094
617	1	1.0
618	2	0.9661016949152542
619	1	1.0
620	1	0.5
621	2	1.0
622	2	1.0
623	2	1.0
624	2	1.0
625	2	1.0
626	2	1.0
627	2	1.0
628	2	1.0
629	2	1.0
630	2	1.0
631	2	1.0
632	2	1.0
633	2	0.75
634	2	1.0
635	2	1.0
636	2	1.0
637	2	1.0
638	2	1.0
639	2	1.0
640	2	1.0
641	2	1.0
642	2	0.75
643	2	0.75
644	3	1.0
645	3	0.75
646	3	0.6666666666666666
647	3	1.0
648	3	1.0
649	3	1.0
650	3	0.6666666666666666
651	3	0.3333333333333333
652	3	0.75
653	3	0.5
654	3	1.0
655	3	0.5
656	3	1.0
657	3	1.0
658	3	1.0
659	3	1.0
660	2	0.6666666666666666
661	3	1.0
662	3	0.75
663	3	0.75
664	3	1.0
665	2	1.0
666	3	1.0
667	3	1.0
668	3	0.75
669	3	1.0
670	3	0.6666666666666666
671	3	0.5
672	3	1.0
673	3	1.0
674	3	1.0
675	3	1.0
676	3	0.6666666666666666
677	3	1.0
678	3	1.0
679	3	1.0
680	3	0.6666666666666666
681	3	1.0
682	3	1.0
683	2	1.0
684	3	1.0
685	3	1.0
686	3	1.0
687	3	1.0
688	3	1.0
689	3	0.75
690	3	1.0
691	3	1.0
692	3	0.96875
693	3	1.0
694	3	1.0
695	3	1.0
696	3	0.75
697	3	1.0
698	3	0.6666666666666666
699	3	1.0
700	3	1.0
701	3	1.0
702	3	1.0
703	3	1.0
704	3	1.0
705	3	1.0
706	3	1.0
707	3	0.75
708	3	1.0
709	3	1.0
710	3	1.0
711	3	1.0
712	3	1.0
713	3	1.0
714	3	0.75
715	3	1.0
716	3	1.0
717	3	1.0
718	3	1.0
719	3	1.0
720	3	1.0
721	3	1.0
722	3	0.5
723	3	1.0
724	3	0.6666666666666666
725	1	1.0
726	1	1.0
727	1	1.0
728	1	1.0
729	1	0.6666666666666666
730	1	1.0
731	1	1.0
732	1	1.0
733	1	1.0
734	1	1.0
735	1	1.0
736	1	1.0
737	1	1.0
738	1	1.0
739	1	0.75
740	1	1.0
741	1	1.0
742	1	1.0
743	1	1.0
744	1	1.0
745	1	1.0
746	1	1.0
747	0	0.0
748	1	1.0
749	1	1.0
750	1	1.0
751	1	1.0
752	1	1.0
753	1	1.0
754	1	1.0
755	1	1.0
756	1	0.5
757	1	1.0
758	1	1.0
759	1	0.6666666666666666
760	1	1.0
761	1	1.0
762	1	0.75
763	1	1.0
764	1	1.0
765	1	1.0
766	1	1.0
767	1	1.0
768	1	1.0
769	1	1.0
770	1	1.0
771	1	1.0
772	1	1.0
773	1	1.0
774	1	1.0
775	1	1.0
776	1	1.0
777	2	0.5
778	1	1.0
779	1	1.0
780	1	1.0
781	1	1.0
782	1	1.0
783	1	1.0
784	1	1.0
785	1	1.0
786	1	1.0
787	1	1.0
788	1	1.0
789	1	1.0
790	2	0.75
791	1	1.0
792	1	1.0
793	1	1.0
794	1	0.75
795	1	1.0
796	1	1.0
797	2	1.0
798	1	1.0
799	1	1.0
800	2	0.75
801	2	1.0
802	2	1.0
803	2	1.0
804	2	1.0
805	2	1.0
806	2	1.0
807	2	1.0
808	2	1.0
809	2	1.0
810	2	1.0
811	2	1.0
812	2	1.0
813	2	1.0
814	2	0.75
815	2	1.0
816	2	1.0
817	2	1.0
818	2	1.0
819	2	0.9726027397260274
820	2	1.0
821	2	1.0
822	2	1.0
823	2	1.0
824	2	1.0
825	2	1.0
826	2	1.0
827	2	1.0
828	1	1.0
829	2	1.0
830	2	1.0
831	2	1.0
832	2	1.0
833	2	1.0
834	2	1.0
835	2	1.0
836	2	1.0
837	2	1.0
838	2	1.0
839	2	1.0
840	2	1.0
841	2	1.0
842	2	1.0
843	2	1.0
844	2	1.0
845	2	1.0
846	2	1.0
847	2	1.0
848	2	1.0
849	2	1.0
850	2	1.0
851	2	1.0
852	2	1.0
853	2	1.0
854	2	1.0
855	2	1.0
856	2	1.0
857	2	1.0
858	2	1.0
859	2	1.0
860	2	1.0
861	2	1.0
862	2	1.0
863	2	1.0
864	1	1.0
865	2	1.0
866	2	1.0
867	2	1.0
868	2	1.0
869	2	1.0
870	2	1.0
871	1	1.0
872	1	1.0
873	1	0.6666666666666666
874	1	1.0
875	1	1.0
876	1	1.0
877	1	1.0
878	1	1.0
879	1	0.75
880	1	1.0
881	1	1.0
882	1	1.0
883	1	1.0
884	1	1.0
885	1	1.0
886	1	1.0
887	1	1.0
888	1	1.0
889	2	1.0
890	1	1.0
891	1	1.0
892	2	1.0
893	2	1.0
894	2	1.0
895	2	1.0
896	2	1.0
897	1	1.0
898	2	1.0
899	2	1.0
900	2	1.0
901	2	1.0
902	2	1.0
903	2	1.0
904	2	1.0
905	2	1.0
906	2	0.75
907	2	1.0
908	2	1.0
909	2	1.0
910	2	1.0
911	2	1.0
912	2	1.0
913	2	1.0
914	2	1.0
915	2	1.0
916	2	1.0
917	2	1.0
918	1	1.0
919	2	1.0
920	2	1.0
921	2	1.0
922	2	1.0
923	2	1.0
924	2	1.0
925	2	1.0
926	2	0.6666666666666666
927	2	1.0
928	2	1.0
929	2	1.0
930	2	1.0
931	2	1.0
932	2	1.0
933	2	1.0
934	2	1.0
935	2	1.0
936	2	1.0
937	2	1.0
938	2	1.0
939	2	1.0
940	2	1.0
941	2	1.0
942	2	1.0
943	2	1.0
944	2	1.0
945	2	1.0
946	2	1.0
947	2	0.9682539682539683
948	2	1.0
949	2	0.6666666666666666
950	2	1.0
951	2	1.0
952	2	1.0
953	2	0.6666666666666666
954	2	1.0
955	2	1.0
956	2	1.0
957	2	1.0
958	2	0.6666666666666666
959	2	1.0
960	2	1.0
961	2	1.0
962	2	1.0
963	2	1.0
964	2	1.0
965	2	1.0
966	2	1.0
967	2	1.0
968	2	1.0
969	2	1.0
970	2	1.0
971	2	0.75
972	2	1.0
973	2	1.0
974	2	1.0
975	2	1.0
976	2	1.0
977	1	1.0
978	2	1.0
979	1	1.0
980	2	1.0
981	2	1.0
982	2	1.0
983	1	0.75
984	2	1.0
985	1	1.0
986	2	1.0
987	2	1.0
988	2	1.0
989	2	1.0
990	2	1.0
991	2	1.0
992	2	1.0
993	2	1.0
994	2	1.0
995	2	1.0
996	1	1.0
997	2	0.75
998	2	1.0
999	2	1.0
1000	2	1.0
1001	2	1.0
1002	1	1.0
1003	1	1.0
1004	1	1.0
1005	1	1.0
1006	1	1.0
1007	1	1.0
1008	1	1.0
1009	1	0.6666666666666666
1010	1	1.0
1011	1	1.0
1012	1	1.0
1013	1	1.0
1014	1	1.0
1015	1	1.0
1016	1	1.0
1017	1	1.0
1018	1	1.0
1019	1	1.0
1020	1	1.0
1021	1	1.0
1022	1	1.0
1023	1	1.0
1024	1	1.0
1025	1	0.75
1026	1	1.0
1027	1	1.0
1028	1	1.0
1029	1	1.0
1030	1	1.0
1031	1	1.0
1032	1	1.0
1033	1	1.0
1034	1	1.0
1035	1	1.0
1036	1	1.0
1037	1	1.0
1038	1	1.0
1039	1	1.0
1040	1	1.0
1041	1	1.0
1042	1	1.0
1043	1	1.0
1044	1	1.0
1045	1	1.0
1046	1	1.0
1047	1	0.8484848484848485
1048	1	1.0
1049	1	1.0
1050	1	1.0
1051	1	1.0
1052	1	1.0
1053	1	1.0
1054	1	1.0
1055	1	0.6666666666666666
1056	1	1.0
1057	1	1.0
1058	1	1.0
1059	1	1.0
1060	1	1.0
1061	1	1.0
1062	1	1.0
1063	1	1.0
1064	1	1.0
1065	1	1.0
1066	1	1.0
1067	1	1.0
1068	1	1.0
1069	1	1.0
1070	3	0.6666666666666666
1071	1	1.0
1072	1	1.0
1073	1	1.0
1074	1	1.0
1075	1	1.0
1076	1	1.0
1077	1	1.0
1078	1	1.0
1079	1	1.0
1080	1	1.0
1081	1	1.0
1082	1	0.75
1083	1	0.75
1084	1	0.75
1085	1	1.0
1086	1	1.0
1087	1	1.0
1088	1	1.0
1089	1	1.0
1090	1	1.0
1091	1	1.0
1092	3	0.75
1093	3	0.5
1094	3	0.75
1095	3	0.5
1096	3	0.5
1097	3	1.0
1098	3	1.0
1099	3	0.75
1100	3	1.0
1101	3	1.0
1103	2	0.6666666666666666
1104	3	0.75
1105	3	0.5
1106	3	1.0
1107	3	0.75
1108	3	1.0
1109	3	0.3333333333333333
1110	3	0.75
1111	3	1.0
1112	2	1.0
1113	3	0.6666666666666666
1114	3	0.5
1115	3	0.5
1116	3	0.75
1117	3	0.6666666666666666
1118	3	1.0
1119	2	0.75
1120	3	0.5
1121	3	0.75
1122	3	0.5
1123	3	1.0
1124	3	1.0
1125	3	0.6666666666666666
1126	3	0.3333333333333333
1127	2	0.75
1128	3	0.6666666666666666
1129	3	0.5
1130	3	0.5
1131	3	0.5
1132	3	1.0
1133	3	1.0
1134	3	0.5
1135	3	0.6666666666666666
1136	3	0.6666666666666666
1138	2	0.75
1139	3	1.0
1140	3	0.3333333333333333
1141	3	0.75
1142	3	0.6666666666666666
1143	3	1.0
1144	3	0.75
1145	3	1.0
1146	3	1.0
1147	3	1.0
1148	3	0.75
1149	3	1.0
1150	1	1.0
1151	1	1.0
1152	1	1.0
1153	1	1.0
1154	1	1.0
1155	1	1.0
1156	1	1.0
1157	1	1.0
1158	1	1.0
1159	1	1.0
1160	1	1.0
1161	1	1.0
1162	1	1.0
1163	1	1.0
1164	1	1.0
1165	1	1.0
1166	1	1.0
1167	1	1.0
1168	1	1.0
1169	1	1.0
1170	1	1.0
1171	1	1.0
1172	1	1.0
1173	1	1.0
1174	1	1.0
1175	1	1.0
1176	1	1.0
1177	1	1.0
1178	1	1.0
1179	1	1.0
1180	1	1.0
1181	1	1.0
1182	1	1.0
1183	1	1.0
1184	1	1.0
1185	1	1.0
1186	1	1.0
1187	1	1.0
1188	1	1.0
1189	1	1.0
1190	1	1.0
1191	1	1.0
1192	1	1.0
1193	1	1.0
1194	1	0.75
1195	1	1.0
1196	1	1.0
1197	1	1.0
1198	1	1.0
1199	1	1.0
1200	1	0.75
1201	1	1.0
1202	1	1.0
1203	1	1.0
1204	1	1.0
1205	1	1.0
1206	1	1.0
1207	1	1.0
1208	1	1.0
1209	1	1.0
1210	1	1.0
1211	1	1.0
1212	1	1.0
1213	1	1.0
1214	1	1.0
1215	1	0.75
1216	1	1.0
1217	1	1.0
1218	1	1.0
1219	1	1.0
1220	1	1.0
1221	1	1.0
1222	1	1.0
1223	1	1.0
1224	1	1.0
1225	1	1.0
1226	1	1.0
1227	1	1.0
1228	1	1.0
1229	1	1.0
1230	1	1.0
1231	1	1.0
1232	1	1.0
1233	1	1.0
1234	1	0.75
1235	1	1.0
1236	1	1.0
1237	1	1.0
1238	1	1.0
1239	1	0.75
1240	1	1.0
1241	1	1.0
1242	1	1.0
1243	1	1.0
1244	1	1.0
1245	1	1.0
1246	2	0.3333333333333333
1247	1	1.0
1248	1	1.0
1249	1	1.0
1250	1	1.0
1251	1	1.0
1252	1	1.0
1253	1	1.0
1254	1	0.5
1255	1	1.0
1256	1	1.0
1257	1	1.0
1258	1	1.0
1259	1	1.0
1260	1	1.0
1261	1	1.0
1262	1	1.0
1263	1	1.0
1264	1	1.0
1265	1	1.0
1266	1	1.0
1267	1	1.0
1268	1	1.0
1269	1	1.0
1270	1	1.0
1271	1	1.0
1272	1	1.0
1273	1	1.0
1274	2	1.0
1275	2	1.0
1276	2	0.704225352112676
1277	2	1.0
1278	2	1.0
1279	2	1.0
1280	2	1.0
1281	2	1.0
1282	2	1.0
1283	2	1.0
1284	2	1.0
1285	2	1.0
1286	2	1.0
1287	2	1.0
1288	2	1.0
1289	2	1.0
1290	2	1.0
1291	2	0.75
1292	2	0.75
1293	2	1.0
1294	2	0.75
1295	2	0.75
1296	2	1.0
1297	2	1.0
1298	1	0.5
1299	1	0.6666666666666666
1300	1	1.0
1301	2	0.75
1302	1	1.0
1303	1	0.75
1304	1	0.6666666666666666
1305	1	1.0
1306	1	1.0
1307	1	1.0
1308	1	0.6666666666666666
1309	1	1.0
1310	1	1.0
1311	1	0.5
1312	1	1.0
1313	1	0.6666666666666666
1314	1	1.0
1315	1	0.75
1316	1	1.0
1317	1	1.0
1318	1	0.75
1319	1	0.75
